STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,UV_ARP_CH_NAME_SCOPE,Airport,UV_AIRTRAFFIC_TYP,Type of aviation,UV_AIRPAX_TYP,Type of passengers,UV_AIRMOV_TYP,Direction of transport,UV_ARP_NAME,Destination/origin of flight,FREQ,Frequency of observation,TIME_PERIOD,Time Period (Month/Year),OBS_VALUE,Observation value,DIFF_EMBARGO_DATE,Date of publication,DIFF_DB_STATE,Database state,DIFF_LAST_UPDATE,Update date,DIFF_REGION_STATE,Date of spatial reference,DECIMALS,Decimals,DIFF_REGION_REF,Spatial reference,OBS_STATUS,Observation Status,UNIT_MEASURE,Type of units of measurement,DIFF_COMMENT_1,Info data series,DIFF_COMMENT_4,Info data series,DIFF_COMMENT_5,Info data series,DIFF_COMMENT_AVIALC,Info dataset
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2022-12,,23369,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-01,,29917,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-02,,24587,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-03,,25497,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-04,,40104,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-05,,35426,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-06,,23139,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-07,,47850,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-08,,50721,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-09,,34257,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-10,,59863,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-11,,15485,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2023-12,,28383,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
DATAFLOW,CH1.AVIA:DF_AVIA_LC_PAX(1.0.0),Air passengers on scheduled and charter flights,I,11,National airports,AB,Charter flights,10,Local and transfer passengers,_T,Total,_T,Total,M,Monthly,2024-01,,37786,,2025-05-22T08:30,,2025-07-17,,2025-08-28T08:30,,,,0,Zero,CH,Switzerland,A,Normal value,PS,Persons,,,SER_03,"<p align=""justify"">The total may be slightly greater than the sum of arrivals and departures. Reason: The total also includes passengers for whom specific data is missing and passengers whose flights did not make a full landing (aerodrome circuits, overshoots, touch and go manoeuvres).</p><p align=""justify"">Transfer passengers and transit passengers are counted twice: once on arrival and once on departure. </p>",SER_04,"<p align=""justify"">Flight destination: Destination of the next stage of the passenger's journey by air. The flight destination may be the passenger's final destination, or the passenger may continue their journey from there. </p><p align=""justify"">Flight origin: Place of departure of the most recent stage of the passenger's journey by air. Flight origin may refer to the airport at which the passenger started their journey, or the passenger may just have transited there, whereas their journey by air started at another airport. </p><p align=""justify"">In the rare case of flights with intermediate stops (where the flight number remains the same), the airlines usually report the final destination or the original starting point of the flight as the passengers' destination/origin and not the destination/origin of the next/last stage of their journey by air. Although flights with intermediate stops only account for a very small proportion of aircraft movements in Switzerland, this can influence the results of some analyses to a certain extent. For example, the number of domestic passengers is slightly underestimated in these statistics. (E.g. on a flight ‒ with the same flight number ‒ from Zurich to Casablanca with an intermediate stop in Geneva, Casablanca is usually reported as the flight destination of the passengers of the flight Zurich-Geneva even for passengers who leave the aircraft in Geneva). </p>",DS_PAX,"<p align=""justify""><b>Destination/origin of flight</b><br>
Only airports and countries for which at least 10 000 passengers in total were recorded for at least one of the years available in this dataset are shown separately. Airports and countries with fewer passengers are grouped under ‘Other airports’ and ‘Other countries’.</p>

<p align=""justify""><b>Note on current status of data</b><br>
All figures according to the current status of the databases. Minor subsequent adjustments cannot be excluded.</p>"
